-3.374547919332464285e-02,3.431316451814608870e-02
-2.144168903976265139e-02,4.670795037984067782e-02
-9.129216831847489222e-03,5.928629164351653658e-02
2.599554058328266276e-03,6.856921785730288321e-02
1.347735858589529587e-02,7.151653989110040577e-02
2.318114809458058506e-02,6.481060119542803033e-02
3.149257381325255845e-02,4.908354263294947839e-02
3.735677396450835103e-02,2.794967654046569966e-02
4.041413658341577730e-02,5.424215831683546277e-03
4.142937623063545904e-02,-1.470227355438634247e-02
3.958746789627329288e-02,-3.017838615677824465e-02
3.439736868090639832e-02,-4.018210701056823542e-02
2.475772208459317558e-02,-4.679076509491693348e-02
9.136957982746145984e-03,-5.100676250537357348e-02
-9.374623462431133647e-03,-5.311863562444722742e-02
-2.660666651797405358e-02,-5.441187197613130827e-02
-3.925126887940233456e-02,-5.399899372439068840e-02
-4.622595910933653685e-02,-5.212920846125748686e-02
-5.062974395174905939e-02,-5.036823767186560108e-02
-5.484548007170585160e-02,-4.938049003237064694e-02
-6.098634368182725973e-02,-5.008055898971774250e-02
-6.764128617156964229e-02,-5.110217558383239878e-02
-7.102525144859014872e-02,-4.928780970562294389e-02
-7.131458923976544129e-02,-4.306382545028131226e-02
-6.739950417819359774e-02,-3.047300965303436152e-02
-6.145646658800280049e-02,-7.608298602642583723e-03
-5.620654518777201680e-02,3.401458857018498094e-02
-5.177401105525851477e-02,1.050372769810800633e-01
-4.900467110528711201e-02,2.078636362346819311e-01
-4.801864619797877043e-02,3.205987441157520101e-01
-4.442293824257306789e-02,4.035672283548475958e-01
-2.844996548975637501e-02,4.173278139345736881e-01
1.044448194626221467e-02,3.396456707187764934e-01
8.836497971588126721e-02,1.955133241824563717e-01
2.033284489293154251e-01,3.114726149480215658e-02
3.176185729044709305e-01,-1.044184920825924623e-01
3.868563298188059107e-01,-1.763569477021957321e-01
3.698963916491173620e-01,-1.883612887222693155e-01
2.625748156056251781e-01,-1.588953105772248908e-01
1.149783705830124958e-01,-1.144989544290951067e-01
-9.492672336937325872e-03,-7.639571044751168605e-02
-7.329410140893841130e-02,-5.241736744092679451e-02
